sample_number,sample_name,aspect_ratio,circularity,type_ianetta,type_shull,length(cm),width(cm),preimeter(cm),area(cm),state,climate_region,id,id2,city_county_state,latitude,longitude,elevation,month,day,year,precp(in),max_temp C,min_temp C,avg_temp C,avg_tmax_six_months_prior,avg_tmin_six_months_prior,avgtemp(6monthsprior),avg_tmax_previous_ year,avg_tmin_previous_ year,tavg_previous_ year,avg_tmax_ year_DOC,avg_tmin_ year_DOC,tavg_ year_DOC,avgprecp(6monthsprior),avg_precp_previous_year,avg_precp_year_DOC
478,CBP_6_WM_VIR,2.226032471,0.131840159,Type3,simplex,4.48,1.60,16.48,16.29,VI,Southeast,richmond,richmond14,"Richmond, New Kent County, Virginia",37.54,-77.43,50.70,May,9,1970,0.00,32.22,14.58,23.40,16.26,3.90,10.08,22.62,10.16,16.39,22.27,9.59,15.93,2.44,3.09,2.69
479,CBP_7_BALT_MARY,4.252879065,0.273773643,Type3,simplex,3.78,0.78,9.24,9.09,MD,Northeast,townson,townson3,Baltimore County_Maryland_Towson,39.40,-76.57,151.00,April,29,1981,24.16,105.96,3.20,54.58,10.41,-1.01,4.70,18.92,6.83,12.87,18.58,6.96,12.77,1.89,2.22,2.42
480,CBP_7_BRIT_OKLA,2.570390189,0.108531202,Type6,simplex,3.40,1.25,18.65,17.60,OK,South,shawnee,shawnee,"Shawnee, Pottawatomie County, Oklahoma",35.33,-96.93,307.00,March,23,1963,0.00,23.53,5.43,14.48,15.46,1.03,8.25,22.85,9.05,15.95,23.76,9.16,16.46,1.06,2.00,1.59
481,CBP_7_BRIT_Tex,3.260731735,0.235447437,Type6,simplex,3.57,0.96,12.50,12.00,TX,South,Grapevine,Grapevine,"Grapevine, Texas",32.93,-97.08,194.00,April ,29,1947,0.06,27.00,20.12,23.56,17.20,5.52,11.36,23.36,11.80,17.58,23.88,12.04,17.96,3.16,2.98,2.42
482,CBP_7_BRY_UTAH,2.775825359,0.154793835,Type3,simplex,7.48,2.65,25.60,25.38,UT,Southwest,springville,springville2,"Springville, Utah County, Utah",40.17,-111.61,6287.00,May,22,1932,5.48,16.20,1.20,8.70,8.17,-5.68,1.25,16.72,0.61,8.67,16.03,0.02,8.03,1.61,1.23,1.23
483,CBP_7_CSCN_IDA,,,,,15.50,3.75,51.00,47.75,NE,Northern_Rockies_and_Plains,alliance,alliance,Box Butte County_Nebraska_Alliance,42.11,-102.87,1209.00,June,6,1975,0.00,27.93,9.05,18.49,9.27,-5.16,2.06,15.76,-0.10,7.83,15.41,0.08,7.74,0.96,0.91,0.88
484,CBP_7_DES_ARIZ,1.907591345,0.10701912,Type3,simplex,3.30,1.73,18.83,18.38,AZ,Southwest,sunflower,sunflower2,Gila County_Arizona_Sunflower,33.86,-111.47,1038.00,March,19,1972,0.00,29.46,8.16,18.81,19.82,4.11,11.97,26.65,10.12,18.39,26.82,10.45,18.63,7.91,8.27,13.89
485,CBP_7_DOV_DELA,3.029483245,0.074128408,Type3,simplex,6.02,2.00,26.61,26.27,DE,Northeast,newark,newark3,"Newark, New Castle County, Delaware",39.68,-75.75,5102.00,April,28,1896,7.00,22.47,12.09,17.28,3.11,3.11,3.11,17.42,6.82,12.12,17.31,7.29,12.30,3.11,2.66,2.62
486,CBP_7_DOV_MARY,,,,,7.11,1.87,19.03,18.89,MD,Northeast,newcomb,newcomb,Talbot County_Maryland_Newcomb,38.76,-76.19,2.00,March,29,2013,26.14,97.10,-11.52,42.79,11.19,3.12,7.16,19.06,10.21,14.64,18.49,6.54,12.51,3.63,3.48,2.03
487,CBP_7_FMNH_ILL,2.313545691,0.398886588,Type6,simplex,4.19,1.65,12.90,12.71,IL,Ohio_Valley,N/A,N/A,"Chicago, Cook County, Illinois",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
488,CBP_7_HARV_VIR,2.468776583,0.348147557,Type3,simplex,6.24,1.68,18.35,18.31,VI,Southeast,exmore,exmore,"Exmore, Northamptom County, Virginia",37.35,-75.95,986.00,October,11,1935,0.00,26.40,12.20,19.30,26.47,16.61,21.54,19.32,9.14,14.23,19.04,9.41,14.22,3.17,2.64,2.85
489,CBP_7_IND_INDI,3.018329506,0.112347694,Type3,simplex,4.71,1.52,17.21,17.02,IN,Ohio_Valley,bedford,bedford2,"Bedford, Lawrence County, Indiana",38.87,-86.51,209.00,April,17,1933,5.78,13.10,6.43,9.76,9.96,-1.00,4.48,18.90,6.73,12.81,20.19,7.50,13.84,4.17,3.90,3.20
490,CBP_7_JMUH_VIR,2.194870067,0.127624535,Type3,simplex,4.91,2.17,20.21,19.89,VI,Southeast,N/A,N/A,"Harrisonburg, Rockingham County, Virginia",38.43,-78.87,301.00,April,N/A,1978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
491,CBP_7_MARY_MARY,3.772684239,0.175990776,Type3,simplex,4.91,1.32,12.45,12.30,MD,Northeast,baltimorecounty,baltimorecounty,Baltimore County_Maryland,39.30,-76.61,293.00,April,20,1974,19.32,102.97,-14.69,44.14,11.20,0.33,5.76,19.12,7.98,13.55,17.83,6.18,12.00,2.78,2.95,2.45
492,CBP_7_MICH_MICH,5.582839306,0.277543433,Type3,simplex,7.14,2.23,26.74,26.67,MI,Upper_Midwest,Ann Arbor,Ann Arbor,"Ann Arbor, Washtenaw County, Michigan",42.28,-83.74,7371.00,May,7,1861,N/A,N/A,N/A,N/A,6.31,-3.18,1.56,10.80,1.79,6.30,N/A,N/A,N/A,2.31,1.65,
493,CBP_7_SAT_Tex,3.635334238,0.413400022,Type1a1,simplex,3.29,1.11,10.05,9.70,TX,South,Hondo,Hondo1,"Hondo, Texas",29.35,-99.14,271.00,March ,26,1970,0.00,28.35,3.35,15.85,21.00,7.32,14.16,27.47,13.29,20.38,27.21,12.76,19.99,2.26,2.23,1.59
494,CBP_7_SAT_Tex,2.469265212,0.359197115,Type6,simplex,3.79,0.88,8.36,8.26,TX,South,Hondo,Hondo1,"Hondo, Texas",29.35,-99.14,271.00,March ,26,1970,0.00,28.35,3.35,15.85,21.00,7.32,14.16,27.47,13.29,20.38,27.21,12.76,19.99,2.26,2.23,1.59
495,CBP_7_UGA_GEOR,2.912712261,0.315024671,Type3,simplex,4.10,1.35,12.33,12.05,GA,Southeast,rome,rome1,"Rome, Floyd County, Georgia",34.26,-85.16,187.00,April,2,1936,115.95,17.80,6.70,12.25,14.23,2.16,8.19,23.01,10.28,16.64,23.57,10.83,17.20,6.09,4.60,4.49
496,CBP_7_URV_VIR,2.469310897,0.145675951,Type3,simplex,2.11,0.82,8.91,8.70,VI,Southeast,richmond,richmond6,"Richmond, Henrico County, Virginia",37.54,-77.43,50.70,March,29,1935,0.00,17.23,2.60,9.92,12.64,1.79,7.21,19.91,8.91,14.41,20.96,9.28,15.12,3.21,3.92,2.78
497,CBP_7_USF_FLOR,2.933697698,0.417317731,Type3,simplex,4.04,1.12,10.82,10.75,FL,Southeast,highsprings,highsprings,"High Springs, Alachua County, Florida",29.82,-82.60,21.00,March,2,2013,0.00,14.43,1.40,7.92,22.55,9.23,15.89,27.12,14.36,20.74,26.66,14.23,20.45,2.27,4.83,4.08
498,CBP_7_UWFP_FLOR,3.427716183,0.176250268,Type3,simplex,5.12,1.54,16.73,16.44,FL,Southeast,pensacola,pensacola7,"Pensacola, Escambia County, Florida",30.43,-87.24,31.00,February,28,1999,6.43,22.03,11.50,16.77,21.75,9.92,15.84,25.02,13.70,19.36,26.72,14.33,20.52,4.94,5.88,3.97
499,CBP_7_VPI_VIR,3.256938698,0.167821132,Type3,simplex,6.05,1.27,22.80,22.43,VI,Southeast,hopewell,hopewell2,"Hopewell, Fanquier County, Virginia",37.30,-77.29,15.00,May,9,193X,0.50,31.27,17.93,24.60,15.59,2.64,9.11,21.04,8.84,14.94,20.78,7.97,14.37,1.78,2.60,2.00
500,CBP_7_WIS_WIS,4.056935758,0.184783689,Type3,simplex,6.15,1.45,17.20,16.70,WI,Upper_Midwest,cornell,cornell,"Cornell, Chippewa County, Wisconsin",45.16,-90.98,969.00,July,25,1958,12.96,27.40,13.03,20.21,13.17,-0.04,6.57,13.17,-0.04,6.57,13.17,-0.04,6.57,2.51,2.51,2.51
501,CBP_8_BALT_MARY,,,,,3.96,1.09,13.60,13.40,MD,Northeast,timomium,timomium,Baltimore County_Maryland_Timomium,39.45,-76.57,122.00,June,5,1976,36.75,234.68,134.50,184.59,14.98,2.85,8.92,19.33,7.83,13.58,19.13,8.92,14.03,2.95,3.74,3.05
502,CBP_8_BRIT_OKLA,,,,,4.70,1.55,13.15,12.85,OK,South,alva,alva,"Alva, Woods County, Oklahoma",36.80,-98.67,410.00,November,3,1970,0.00,8.97,-0.71,4.13,31.05,16.39,23.72,22.59,7.68,15.13,22.64,7.66,15.15,1.58,1.31,1.29
503,CBP_8_BRIT_Tex,,,,,3.99,1.41,11.46,11.25,TX,South,Dallas,Dallas3,"Dallas, Texas",32.78,-96.81,128.00,March ,14,1973,0.06,17.68,7.78,12.73,16.52,5.19,10.85,24.44,12.52,18.48,24.29,12.73,18.51,2.78,2.23,3.54
504,CBP_8_BRIT_Tex,,,,,3.07,1.01,5.83,5.80,TX,South,Dallas,Dallas3,"Dallas, Texas",32.78,-96.81,128.00,March ,14,1973,0.06,17.68,7.78,12.73,16.52,5.19,10.85,24.44,12.52,18.48,24.29,12.73,18.51,2.78,2.23,3.54
505,CBP_8_CSCN_IDA,,,,,3.73,0.69,8.16,8.11,ID,Northwest,jerome,jerome,Jerome County_Idaho_Jerome,42.74,-114.51,1162.00,May,8,1995,0.88,16.19,2.78,9.49,8.78,-2.48,3.15,17.27,2.69,9.98,17.09,2.60,9.85,1.36,0.87,1.11
506,CBP_8_CSCN_IDA,,,,,5.45,1.64,14.00,13.86,NE,Northern_Rockies_and_Plains,chadron,chadron4,Dawes County_Nebraska_Chadron,42.82,-103.00,1030.00,June,22,1976,0.04,21.34,2.78,12.06,13.19,-1.59,5.80,17.74,1.47,9.61,16.32,0.71,8.51,1.03,1.01,1.02
507,CBP_8_DES_ARIZ,,,,,13.63,1.05,10.56,10.39,AZ,Southwest,tempe,tempe4,Maricopa County_Arizona_Tempe,33.42,-111.93,347.27,January,16,1951,0.23,20.06,3.65,11.18,30.67,11.95,21.31,30.74,12.22,21.48,29.13,11.97,20.55,2.70,3.31,9.66
508,CBP_8_DOV_DELA,,,,,3.47,1.44,17.02,16.67,DE,Northeast,marydel,marydel,"Marydel, Kent County, Delaware",39.10,-75.74,301.00,May,2,1980,1.70,21.32,9.07,15.19,2.61,2.61,2.61,18.64,7.30,12.97,18.88,7.05,12.96,2.61,3.46,2.70
509,CBP_8_HARV_VIR,,,,,4.18,1.83,23.18,23.10,VI,Southeast,williamsburg,williamsburg4,"Williamsburg, James City County, Virginia",37.27,-76.71,301.00,February,20,1939,1.83,23.33,16.40,19.86,17.26,5.85,11.55,21.32,9.94,15.63,21.61,9.76,15.69,3.15,4.06,3.44
510,CBP_8_IND_INDI,,,,,9.39,1.82,28.39,28.10,IN,Ohio_Valley,warsaw,warsaw,"Warsaw, Kosciusko County, Indiana",41.24,-85.85,251.00,May,17,1932,0.16,18.49,2.61,10.55,9.15,-0.96,4.09,17.93,6.15,12.04,16.24,4.27,10.25,1.99,2.65,2.63
511,CBP_8_JMUH_VIR,,,,,3.58,0.85,9.83,10.42,VI,Southeast,harrisonburg,harrisonburg8,"Harrisonburg, Rockingham County, Virginia",38.40,-78.86,301.00,April,25,1984,0.00,14.73,4.73,9.73,8.33,-3.01,2.66,16.70,3.84,10.27,17.18,5.07,11.13,3.89,3.34,3.13
512,CBP_8_MARY_MARY,,,,,4.50,1.28,13.33,13.13,MD,Northeast,laplata,laplata,Charles County_Maryland_La Plata,38.53,-76.98,57.00,March,28,1952,21.04,152.91,27.97,90.44,12.19,1.71,6.95,19.40,8.03,13.72,18.42,6.73,12.57,3.13,3.07,2.78
513,CBP_8_MICH_MICH,,,,,6.98,2.27,26.74,26.67,MI,Upper_Midwest,N/A,N/A,"Detroit, Wayne County, Michigan",42.33,-83.05,18721.00,May,N/A,1888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
514,CBP_8_ODU_VIR,,,,,1.04,0.54,4.24,4.15,VI,Southeast,newportnews,newportnews,"Newport News, Isle of Wight County, Virginia",37.06,-76.67,7416.00,April,8,1979,0.00,17.16,4.50,11.15,12.67,1.98,7.32,20.26,9.52,14.89,19.96,9.24,14.60,3.95,3.68,4.43
515,CBP_8_SAT_Tex,,,,,4.39,1.85,16.33,15.86,TX,South,Voca,Voca,"Voca, Texas",31.01,-99.18,473.00,April ,17,1977,6.32,19.80,10.20,15.00,16.86,2.38,9.62,23.44,9.58,16.51,25.92,11.49,18.71,1.56,2.42,1.45
516,CBP_8_UGA_GEOR,,,,,4.27,0.98,11.02,10.93,GA,Southeast,rome,rome2,"Rome, Floyd County, Georgia",34.26,-85.16,187.00,February,12,1938,0.00,24.45,5.85,15.15,18.24,5.70,11.97,22.76,9.79,16.28,24.36,10.47,17.42,2.08,2.69,3.52
517,CBP_8_URV_VIR,,,,,6.31,2.10,24.62,24.38,VI,Southeast,richmond,richmond7,"Richmond, Henrico County, Virginia",37.54,-77.43,50.70,April,23,1931,0.33,15.25,4.15,9.70,13.02,0.98,7.00,21.25,9.19,15.22,20.75,9.38,15.06,2.41,2.27,3.17
518,CBP_8_UWFP_FLOR,,,,,4.37,1.46,16.20,15.90,FL,Southeast,pensacola,pensacola8,"Pensacola, Escambia County, Florida",30.43,-87.24,31.00,March,17,1996,5.68,24.86,17.44,21.15,24.81,13.65,19.23,25.35,13.78,19.57,25.11,13.75,19.43,5.56,4.80,5.32
519,CBP_8_VPI_VIR,,,,,3.27,0.88,12.31,12.00,VI,Southeast,N/A,N/A," Radford, Montgomery County, Virginia",37.13,-80.58,641.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
520,CBP_8_WIS_WIS,,,,,4.95,1.15,10.55,10.55,WI,Upper_Midwest,lakemills,lakemills,"Lake Mills, Jeffferson County, Wisconsin",43.12,-88.84,969.00,June,5,1857,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
521,CBP_9_BRIT_Tex,2.61241085,0.295255197,Type3,simplex,4.01,1.45,14.10,13.57,TX,South,Dallas,Dallas6,"Dallas, Texas",32.78,-96.81,128.00,April ,12,1944,0.00,21.40,5.00,13.20,16.58,4.71,10.65,24.59,12.60,18.59,24.51,12.92,18.71,2.25,2.08,2.80
522,CBP_9_CSCN_IDA,,,,,10.10,2.17,27.49,27.44,NE,Northern_Rockies_and_Plains,chadron,chadron5,Dawes County_Nebraska_Chadron,42.83,-103.00,1030.00,June,9,1970,19.13,28.53,11.67,20.10,10.79,-4.38,3.21,16.16,0.62,8.39,16.33,0.22,8.28,1.44,1.20,1.04
523,CBP_9_DES_ARIZ,,,,,3.79,1.13,10.76,10.61,AZ,Southwest,sierraanchas,sierraanchas,Gila County_Arizona_Sierra Anchas,33.96,-111.19,1082.00,March,21,1978,1.98,23.35,9.92,16.63,18.66,3.32,10.99,25.03,7.92,16.48,24.69,8.15,16.42,32.30,22.40,26.55
524,CBP_9_DOV_DELA,3.182305471,0.171580279,Type3,simplex,3.13,0.93,10.38,10.16,DE,Northeast,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.56,-75.65,301.00,April,29,1967,0.00,17.62,4.04,10.83,2.36,2.36,2.36,18.23,6.61,12.42,17.37,6.29,11.83,2.36,2.61,3.28
525,CBP_9_DOV_MARY,2.629267732,0.087842549,Type3,simplex,5.39,1.75,27.02,26.61,MD,Northeast,rosedale,rosedale,Baltimore County_Maryland_Rosedale,39.34,-76.49,6.00,April,5,1991,31.01,90.59,-15.27,37.66,11.97,-0.13,5.92,20.02,7.74,13.88,17.95,6.76,12.35,2.97,3.44,2.86
526,CBP_9_HARV_VIR,2.767288337,0.224947344,Type3,simplex,3.72,1.05,12.76,12.67,VI,Southeast,franlkin,franlkin,"Franklin, Southampton County, Virginia",36.72,-77.07,2069.00,April,6,1939,7.10,20.00,6.70,13.35,15.86,2.45,9.15,21.40,9.59,15.50,22.95,10.30,16.62,3.10,3.90,3.98
527,CBP_9_IND_INDI,3.126938804,0.146995755,Type3,simplex,5.69,1.90,19.90,19.76,IN,Ohio_Valley,N/A,N/A,"Madison, Jefferson County, Indiana",N/A,N/A,N/A,June,N/A,1873,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
528,CBP_9_JMUH_VIR,2.193968989,0.213340251,Type6,simplex,2.16,0.88,8.67,8.48,VI,Southeast,charoltesville,charoltesville3,"Charlottesville, Orange County, Virginia",38.03,-78.51,149.00,May,1,1971,0.00,20.87,2.84,11.86,11.59,-1.49,5.05,19.80,6.78,13.29,19.14,6.80,12.97,2.38,2.65,3.45
529,CBP_9_MARY_MARY,3.152400391,0.342758779,Type3,simplex,5.37,1.58,13.79,13.60,MD,Northeast,ellicottcity,ellicottcity,Howard County_Maryland_Ellicott City,39.27,-76.80,55.00,N/A,N/A,1964,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
530,CBP_9_MICH_MICH,3.049455879,0.301274888,Type3,simplex,4.16,1.35,10.99,10.96,MI,Upper_Midwest,East Lansing,East Lansing,"East Lansing, Ingham County, Michigan",42.74,-84.48,6906.00,May,13,1938,0.00,17.93,-0.68,8.63,5.11,-3.38,0.87,13.81,3.24,8.53,15.20,4.17,9.68,3.13,2.80,2.38
531,CBP_9_ODU_VIR,2.642949333,0.180209232,Type3,simplex,1.32,0.23,4.52,4.44,VI,Southeast,norfolk,norfolk8,"Norfolk, Norfolk County, Virginia",36.89,-76.32,301.00,April,1,1966,0.09,23.23,2.42,12.82,11.62,2.00,6.81,19.72,10.13,14.92,19.19,9.82,14.50,1.92,2.17,2.80
532,CBP_9_SAT_Tex,,,,,4.82,1.19,16.33,16.00,TX,South,Denton,Denton,"Denton, Texas",33.21,-97.13,200.00,April,4,1970,0.00,20.63,5.89,13.26,15.24,2.48,8.86,23.97,11.41,17.69,24.03,11.67,17.85,2.21,2.72,2.44
533,CBP_9_URV_VIR,4.609489449,0.131272328,Type3,simplex,8.43,1.80,26.18,25.93,VI,Southeast,richmond,richmond7.5,"Richmond City, N/A, Virginia",37.54,-77.43,50.70,April,1,1932,0.67,16.35,3.35,9.85,11.37,-0.34,5.51,20.01,8.30,14.15,20.24,8.37,14.30,2.73,3.38,2.25
534,CBP_9_UWFP_FLOR,3.005274341,0.328975728,Type3,simplex,6.38,2.02,18.45,18.29,FL,Southeast,pensacola,pensacola9,"Pensacola, Escambia County, Florida",30.43,-87.24,31.00,February,17,1990,13.32,19.34,11.78,15.56,20.98,9.33,15.15,25.75,14.86,20.31,25.85,14.61,20.23,5.13,4.87,4.49
535,CBP_9_WIS_WIS,3.478345597,0.178183754,Type3,simplex,3.70,1.00,12.15,11.70,WI,Upper_Midwest,boscobel,boscobel,"Boscobel, Crawford County, Wisconsin",43.21,-90.81,969.00,May,26,1975,3.04,24.54,15.12,19.83,5.44,-5.01,0.22,5.44,-5.01,0.22,5.44,-5.01,0.22,1.89,1.89,1.89
536,CBP_A_1_type1a,4.212822773,0.271162699,Type1a1,simplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,CBP_A_1_type2a,5.050214196,0.203981872,Type1a2,simplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,CBP_A_1_type3a,4.149020776,0.177271315,Type1a3,rhomboidea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,CBP_A_1_type4a,4.218155398,0.237298083,Type1a4,rhomboidea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,CBP_A_2_type1a,1.860596408,0.10159125,Type2a1,rhomboidea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,CBP_A_2_type2a,1.674224909,0.080091046,Type2a2,tenuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,CBP_A_3_type3,3.635263372,0.077747221,Type3,simplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,CBP_A_4_type4,2.289613796,0.049783457,Type4,rhomboidea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,CBP_A_5_type5,4.32986714,0.056399799,Type5,heteris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,CBP_A_6_type6,2.644462799,0.070248231,Type6,simplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,CBP_A_7_type1a,3.2415555,0.200635538,Type7a,rhomboidea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,CBP_A_7_type2a,1.411627388,0.188051595,Type7b,rhomboidea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
