,sample_number,sample_name,aspect_ratio,circularity,type_ianetta,type_shull,length,width,preimeter,area,state,climate_region,id,id2,city_county_state,latitude,longitude,elevation,month,day,year,precp_in,max_temp_C,min_temp_C,avg_temp_C,avg_tmax_six_months_prior,avg_tmin_six_months_prior,avgtemp_6monthsprior,avg_tmax_previous_.year,avg_tmin_previous_.year,tavg_previous_.year,avg_tmax_.year_DOC,avg_tmin_.year_DOC,tavg_.year_DOC,avgprecp_6monthsprior,avg_precp_previous_year,avg_precp_year_DOC
458,13,CBP_1_BRIT_OKLA,2.164947233,0.107108697,Type3,rhomboidea,5.05,1.19,26.86,26.05,OK,South,summers,summers,"Summers, Adair County, Oklahoma",36.4,-97.88,363,April,22,1958,0.053,21.84,4.93,13.39,12.05,0.37,6.21,20.89,8.59,14.74,21.6,8.67,15.14,0.0133,0.0311,0.018
459,484,CBP_7_DES_ARIZ,1.907591345,0.10701912,Type3,rhomboidea,3.3,1.73,18.83,18.38,AZ,Southwest,sunflower,sunflower2,Gila County_Arizona_Sunflower,33.86,-111.47,1038,March,19,1972,0,29.46,8.16,18.81,19.82,4.11,11.97,26.65,10.12,18.39,26.82,10.45,18.63,0.0791,0.0827,0.1389
460,72,CBP_1_HUNT_INDI,3.345673856,0.106707086,Type6,rhomboidea,4.57,0.77,18.09,17.7,IN,Ohio_Valley,decatur,decatur1,"Decatur, Adams County, Indiana",40.83,-84.93,244,May,1,1966,0.195,14.39,3.84,9.11,6.7,-3.44,1.63,16.66,4.66,10.66,15.65,3.72,9.69,0.0149,0.0199,0.0238
461,344,CBP_3_PH_DELA,2.664515522,0.10582466,Type3,rhomboidea,3.65,1.54,19.65,19.13,DE,Northeast,newcastlecounty,newcastlecounty,", New Castle County, Delaware",39.58,-75.64,14,May,7,1932,0,28.54,11.59,20.06,3.34,3.34,3.34,19.88,8.65,14.27,18.87,7.4,13.14,0.0334,0.0323,0.0356
462,438,CBP_5_JMUH_VIR,3.157374236,0.103444346,Type3,rhomboidea,4.35,1.29,17.29,17.06,VI,Southeast,harrisonburg,harrisonburg7,"Harrisonburg, Rockingham County, Virginia",38.43,-78.87,301,April,13,2002,0.137,16.34,7.44,11.89,11.63,-1.52,5.06,18.22,5.1,11.66,17.7,5.54,11.62,0.0133,0.02,0.0261
463,378,CBP_4_CSCN_IDA,2.643981837,0.102917137,Type3,rhomboidea,2.73,0.59,6.09,6.07,NE,Northern_Rockies_and_Plains,bannercounty,bannercounty,Banner County_Nebraska,41.5,-103.56,1628,April,28,1985,0,22.8,1.25,12.03,7.84,-4.87,1.48,17.25,0.43,8.84,16.37,-0.21,8.08,0.0036,0.0084,0.0094
464,377,CBP_4_CSCN_IDA,2.643981837,0.102917137,Type3,rhomboidea,2.98,0.76,12.51,12.24,ID,Northwest,,,Idaho,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
465,181,CBP_12_BALT_MARY,3.494450232,0.102691626,Type3,rhomboidea,8.83,2.6,39.69,39.25,MD,Northeast,gaithersburg,gaithersburg,Montgomery County_ Maryland_Gaithersburg,39.21,-77,106,May,9,1981,1.885,10.413,-10.15,46.99,11.14,-0.83,5.16,19.1,6.65,12.88,17.96,6.69,12.32,0.0169,0.0212,0.0244
466,255,CBP_2_FSU_ALA,2.162572224,0.102294616,Type3,rhomboidea,10.44,3.19,54.86,54.39,AL,Southeast,mobile,mobile3,"Mobile, Mobile County, Alabama",30.7,-88.04,3,March,19,1988,0.068,12.94,4.23,8.58,19.09,5.99,12.54,24.81,12.38,18.6,24.71,12.63,18.67,0.036,0.0433,0.0498
467,472,CBP_6_UGA_GEOR,3.435047309,0.102275991,Type3,rhomboidea,8.08,2,28.68,28.32,GA,Southeast,athens,athens4,"Athens, Clarke County, Georgia",33.95,-83.38,194,April,1,1917,#N/A,#N/A,#N/A,#N/A,15.48,2.99,9.24,22.6,10.32,16.46,21.99,9.23,15.61,0.0403,0.0343,0.0353
468,402,CBP_4_URV_VIR,2.945817442,0.102196179,Type3,rhomboidea,4.02,1.43,14.43,14.24,VI,Southeast,richmond,richmond4,"Richmond, Hanover County, Virginia",37.54,-77.43,50.7,April,2,1978,0,26.4,12.68,19.54,13.72,2.05,7.88,20.73,8.54,14.63,21.82,9.52,15.67,0.0257,0.0219,0.0288
469,265,CBP_2_HAR_WAS,3.18835838,0.101915863,Type3,rhomboidea,5.37,1.32,20,19.05,WA,Northwest,,,Washington,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
470,229,CBP_18_WIS_WIS,2.389131154,0.099235944,Type3,rhomboidea,4.63,1.47,17.16,16.63,WI,Upper_Midwest,waukesha,waukesha,"Waukesha, Waukesha County, Wisconsin",43.01,-88.31,969,June,10,1959,0.018,30.22,20.12,25.17,8.28,-3.15,2.57,8.28,-3.15,2.57,8.28,-3.15,2.57,0.0181,0.0181,0.0181
471,275,CBP_2_NCU_VIR,2.334445791,0.097922849,Type3,rhomboidea,3.39,1.2,12.52,12.09,VI,Southeast,norfolk,norfolk1,"Norfolk, ., Virginia",36.85,-76.29,2.13,March,31,1975,0.372,13.39,2.84,8.05,14.68,3.98,9.33,20.45,10.35,15.4,20.95,10.93,15.94,0.0308,0.0348,0.0368
472,204,CBP_14_MICH_MICH,2.512797786,0.097177328,Type3,rhomboidea,4.27,1.86,21.53,21.38,MI,Upper_Midwest,Springfield,Springfield,"Springfield, Kalamazoo County, Michigan",42.34,-85.31,969,April,27,1994,1.186,26.1,12.61,19.36,4.85,-5.52,-0.33,13.67,2.41,8.04,15.5,3.74,9.62,0.0145,0.0254,0.0255
473,435,CBP_5_HAR_WAS,2.044570236,0.095949178,Type3,rhomboidea,4.16,2.11,25.95,24.68,WA,Northwest,,,Washington,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
474,422,CBP_5_BRIT_OKLA,3.892418351,0.09510525,Type3,rhomboidea,5.6,1.45,23.1,21.95,OK,South,riverbottom,riverbottom2,"River Bottom or Fort Gibson, Muskogee County, Oklahoma",35.8,-95.25,172,April,5,1959,0,27.98,10.1,19.04,13.65,0.3,6.97,22.1,9.46,15.78,21.81,9.33,15.57,0.018,0.0299,0.0333
475,447,CBP_5_UGA_GEOR,2.862415092,0.095008776,Type3,rhomboidea,6.32,1.87,27.26,26.68,GA,Southeast,statesboro,statesboro2,"Statesboro, Bulloch County, Georgia",32.67,-81.33,77.1,March,16,1963,0.022,24.3,10.98,17.64,18.97,5.14,12.05,25.67,11.95,18.81,25.27,11.56,18.41,0.025,0.0328,0.0314
476,151,CBP_1_WM_VIR,2.914058268,0.094576802,Type6,rhomboidea,7.29,2.21,30.12,29.64,VI,Southeast,williamsburg,williamsburg2,"Williamsburg City, , Virginia",37.27,-76.72,26,April,13,1967,0.01,13.53,2.17,7.85,13.32,1.76,7.54,20.63,9.23,14.93,20.04,8.67,14.36,0.021,0.0277,0.0287
477,418,CBP_48_WIS_WIS,2.227931776,0.093796418,Type3,rhomboidea,9.55,3.2,44.65,43.8,WI,Upper_Midwest,,,Wisconsin,#N/A,#N/A,#N/A,,#N/A,1967,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
478,367,CBP_38_WIS_WIS,3.030432784,0.09329509,Type3,rhomboidea,6.11,1.79,26.37,25.53,WI,Upper_Midwest,ithica,ithica,"Ithica, Richland County, WIsconsin",43.31,-90.26,239,April,27,1969,0.732,18.64,8.19,13.41,3.14,-7.76,-2.31,3.14,-7.76,-2.31,3.14,-7.76,-2.31,0.015,0.015,0.015
479,412,CBP_42_WIS_WIS,2.48870759,0.091424933,Type3,rhomboidea,5.55,1.95,31,29.95,WI,Upper_Midwest,union,union,"Union, Rock County, Wisconsin",43.68,-90.26,285,May,1,1961,0,11.74,-3.33,4.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
480,302,CBP_21_WIS_WIS,2.60537632,0.091270869,Type3,rhomboidea,6.9,2.4,31.05,30.35,WI,Upper_Midwest,rockcounty,rockcounty,"Rock County, Wisconsin",42.63,89.02,228,July,12,1889,#N/A,#N/A,#N/A,#N/A,4.58,-5.19,-0.3,4.58,-5.19,-0.3,4.58,-5.19,-0.3,0.0226,0.0226,0.0226
481,161,CBP_10_MARY_MARY,2.756741938,0.090866801,Type3,rhomboidea,7.95,3.1,37.46,36.98,MD,Northeast,kennedyville,kennedyville,Kent County_Maryland_Kennedyville,39.36,-76.03,21,May,4,1965,2.744,12.358,7.83,6.57,9.71,-1.15,4.28,18.6,6.22,12.41,20.24,8.35,14.3,0.0261,0.0207,0.0252
482,106,CBP_1_NY_DELA,2.326917363,0.090808422,Type3,rhomboidea,3.1,1.28,17.43,17.3,DE,Northeast,,,"Seaford, Sussex County, Delaware",38.69,-75.48,301,April,2,2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
483,243,CBP_2_CHAS_ILL,2.586375335,0.088574149,Type3,rhomboidea,2,0.82,8.65,8.52,IL,Ohio_Valley,,,"Chicago, Cook County, Illinois ",#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
484,525,CBP_9_DOV_MARY,2.629267732,0.087842549,Type3,rhomboidea,5.39,1.75,27.02,26.61,MD,Northeast,rosedale,rosedale,Baltimore County_Maryland_Rosedale,39.34,-76.49,6,April,5,1991,3.101,9.059,-15.27,37.66,11.97,-0.13,5.92,20.02,7.74,13.88,17.95,6.76,12.35,0.0297,0.0344,0.0286
485,43,CBP_1_FLAS_VIR,2.688638788,0.086794668,Type2a2,rhomboidea,5.11,1.91,22.96,22.58,VI,Southeast,williamsburg,williamsburg3,"Williamsburg, York Country, Virginia",37.27,-76.71,85,May,26,1975,0.004,26.34,16.93,21.64,15.54,3.86,9.7,20.75,9.29,15.02,21.21,9.81,15.51,0.0392,0.0363,0.0421
486,455,CBP_5_WM_VIR,3.88204344,0.08530172,Type3,rhomboidea,6.07,1.71,28.5,28.07,VI,Southeast,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
487,156,CBP_10_CSCN_IDA,2.339630161,0.081974922,Type2a2,rhomboidea,3.51,0.73,8.36,8.24,NE,Northern_Rockies_and_Plains,chadron,chadron1,Dawes County_Nebraska_Chadron,42.82,-103,1030,March,14,1983,0,19.83,8.13,13.98,9.41,-4.91,2.25,15.48,2.07,8.77,16.17,1.14,8.65,0.0084,0.0358,0.014
488,155,CBP_10_CSCN_IDA,2.339630161,0.081974922,Type2a2,rhomboidea,3.73,1.36,20.64,20.09,ID,Northwest,,,Fremond County_Idaho_Island Park,44.23,-111.48,1918,June,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
489,326,CBP_3_FSU_ALA,1.862227645,0.081783162,Type1a2,rhomboidea,5.49,2.27,24.93,24.37,AL,Southeast,athens,athens,"Athens, Limestone County, Alabama",34.8,-86.97,214,March,19,1959,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0231,0.0355,0.0315
490,353,CBP_3_VCU_VIR,1.985343712,0.07889799,Type3,rhomboidea,3.93,2.14,20.36,20.02,VI,Southeast,richmond,richmond12,"Richmond City, , Virginia",37.54,-77.43,50.7,April,13,1973,0,12.65,-0.43,6.11,14.18,1.08,7.63,22.15,8.63,15.39,21.43,9.28,15.36,0.0245,0.0216,0.031
491,120,CBP_1_SJNM_ARIZ,1.934059783,0.078740766,Type3,simplex,2.59,1.38,15.07,14.95,AZ,Southwest,wheatfields,wheatfields,"Apache County_Arizona_Lukachukai, Tsaile, Wheatfields",36.41,-109.1,2221,May,18,1986,0,7.25,13.05,10.15,12.62,-1.3,5.66,19.16,4.17,11.67,18.41,4.8,11.6,0.0202,0.0546,0.0625
492,98,CBP_1_NCU_DELA,2.023214523,0.077667354,Type3,rhomboidea,4,1.95,25.98,25.77,DE,Northeast,marydel,marydel,"Marydel, Kent County, Delaware",39.1,-75.74,301,May ,2,1980,0.17,21.32,9.07,15.19,2.76,2.76,2.76,17.14,8.29,12.71,17.34,8.77,13.06,0.0276,0.0293,0.0331
493,82,CBP_1_LSU_VIR,2.719008779,0.077470252,Type3,rhomboidea,4.74,1.74,24.37,23.84,VI,Southeast,emporia,emporia,"Emporia, Southampton County, Virginia",36.58,-77.2,1705,March,31,1979,0,27.8,15.3,21.55,15.03,1.67,8.35,22.26,8.78,15.52,19.7,7.11,13.41,0.0308,0.034,0.04
494,174,CBP_11_MARY_MARY,2.786435236,0.075324181,Type3,rhomboidea,5.85,2.29,33.44,32.78,MD,Northeast,northbesthesda,northbesthesda,Montgomery County_Maryland_North Bethesda,39.03,-77.1,120,April,12,1973,3.629,11.191,31.22,7.156,10.59,-0.03,5.28,18.58,7.12,12.85,18.27,9.61,13.94,0.039,0.0397,0.0366
495,485,CBP_7_DOV_DELA,3.029483245,0.074128408,Type3,rhomboidea,6.02,2,26.61,26.27,DE,Northeast,newark,newark3,"Newark, New Castle County, Delaware",39.68,-75.75,39,April,28,1896,0.7,22.47,12.09,17.28,3.11,3.11,3.11,17.42,6.82,12.12,17.31,7.29,12.3,0.0311,0.0266,0.0262
496,115,CBP_1_PH_DELA,2.569677447,0.071822997,Type3,rhomboidea,6.02,2.15,31.59,31.15,DE,Northeast,,,"Wilmington, New Castle County, Delaware",39.74,-75.64,301,May,15,1882,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
497,189,CBP_12_UWFP_FLOR,1.934435262,0.071067234,Type3,rhomboidea,4.17,2.2,29.95,29.39,FL,Southeast,milton,milton,"Milton, Santa Rosa County, Florida",30.64,-87.06,10,February,24,1990,0,20.68,1.92,11.3,21.88,10.02,15.95,25.13,13.7,19.41,26.55,13.95,20.25,0.0534,0.061,0.0415
498,53,CBP_1_GAS_MARY,2.434269896,0.057575323,Type1a2,rhomboidea,5.8,2.59,33.29,32.73,MD,Northeast,carney,carney3,Baltimore County_Maryland_Carney and Long Green,39.45,-76.48,108,April,25,1970,3.22,8.075,-20.44,30.15,8.08,-2.04,3.02,17.45,6.28,11.86,18.01,6.91,12.46,0.0322,0.0303,0.0284
499,501,CBP_8_BALT_MARY,#N/A,#N/A,,,3.96,1.09,13.6,13.4,MD,Northeast,timomium,timomium,Baltimore County_Maryland_Timomium,39.45,-76.57,122,June,5,1976,3.675,23.468,13.45,18.459,14.98,2.85,8.92,19.33,7.83,13.58,19.13,8.92,14.03,0.0295,0.0374,0.0305
500,512,CBP_8_MARY_MARY,#N/A,#N/A,,,4.5,1.28,13.33,13.13,MD,Northeast,laplata,laplata,Charles County_Maryland_La Plata,38.53,-76.98,57,March,28,1952,2.104,15.291,27.97,9.044,12.19,1.71,6.95,19.4,8.03,13.72,18.42,6.73,12.57,0.0313,0.0307,0.0278
501,486,CBP_7_DOV_MARY,#N/A,#N/A,,,7.11,1.87,19.03,18.89,MD,Northeast,newcomb,newcomb,Talbot County_Maryland_Newcomb,38.76,-76.19,2,March,29,2013,2.614,9.71,-11.52,42.79,11.19,3.12,7.16,19.06,10.21,14.64,18.49,6.54,12.51,0.0363,0.0348,0.0203
502,477,CBP_6_WIS_WIS,#N/A,#N/A,,,7.75,1.5,24.65,24.15,WI,Upper_Midwest,medford,medford,"Medford, Taylor County, Wisconsin",45.32,-90.2,969,July,26,1947,0,31.38,17.23,24.3,10.78,-1.23,4.78,10.78,-1.23,4.78,10.78,-1.23,4.78,0.0198,0.0198,0.0198
503,518,CBP_8_UWFP_FLOR,#N/A,#N/A,,,4.37,1.46,16.2,15.9,FL,Southeast,pensacola,pensacola8,"Pensacola, Escambia County, Florida",30.43,-87.24,31,March,17,1996,0.568,24.86,17.44,21.15,24.81,13.65,19.23,25.35,13.78,19.57,25.11,13.75,19.43,0.0556,0.048,0.0532
504,509,CBP_8_HARV_VIR,#N/A,#N/A,,,4.18,1.83,23.18,23.1,VI,Southeast,williamsburg,williamsburg4,"Williamsburg, James City County, Virginia",37.27,-76.71,301,February,20,1939,0.183,23.33,16.4,19.86,17.26,5.85,11.55,21.32,9.94,15.63,21.61,9.76,15.69,0.0315,0.0406,0.0344
505,48,CBP_1_FSU_OKLA,#N/A,#N/A,,,2.78,1.02,8.78,8.56,OK,South,riverbottom,riverbottom1,"River Bottom or Fort Gibson, Muskogee County, Oklahoma",35.8,-95.25,172,April,5,1959,0,27.98,10.1,19.04,13.65,0.3,6.97,22.1,9.46,15.78,21.81,9.33,15.57,0.018,0.0299,0.0333
506,401,CBP_4_UNA_ALA,#N/A,#N/A,,,8.37,2.07,26.19,25.78,AL,Southeast,tuscaloosa,tuscaloosa5,"Tusclaloosa, Tuscaloosa County, Alabama",33.19,-87.57,68,February,7,1957,0.191,23.33,13.52,18.43,15.56,3.43,9.5,25.32,11.58,18.45,24.05,11.95,18,0.0667,0.0353,0.0395
507,523,CBP_9_DES_ARIZ,#N/A,#N/A,,,3.79,1.13,10.76,10.61,AZ,Southwest,sierraanchas,sierraanchas,Gila County_Arizona_Sierra Anchas,33.96,-111.19,1082,March,21,1978,0.198,23.35,9.92,16.63,18.66,3.32,10.99,25.03,7.92,16.48,24.69,8.15,16.42,0.323,0.224,0.2655
508,327,CBP_3_GMUF_VIR,#N/A,#N/A,,,7.18,1.34,17.82,17.66,VI,Southeast,reston,reston,"Reston, Fairfax County, Virginia",38.97,-77.34,110,April,13,1971,0,26.99,4.11,15.55,9.43,-1.29,4.07,19.15,7.47,13.31,18.5,7.03,12.77,0.0317,0.03,0.0333
509,288,CBP_2_UFWP_ALA,#N/A,#N/A,,,4.09,1.17,24.69,23.91,AL,Southeast,mobile,mobile4,"Mobile, Mobile County, Alabama",30.7,-88.04,3,February,29,1992,0,22.77,8.15,15.46,21.47,9.01,15.24,25,13.45,19.22,24.79,13.01,18.9,0.0411,0.0532,0.0476
510,508,CBP_8_DOV_DELA,#N/A,#N/A,,,3.47,1.44,17.02,16.67,DE,Northeast,marydel,marydel,"Marydel, Kent County, Delaware",39.1,-75.74,301,May,2,1980,0.17,21.32,9.07,15.19,2.61,2.61,2.61,18.64,7.3,12.97,18.88,7.05,12.96,0.0261,0.0346,0.027
511,516,CBP_8_UGA_GEOR,#N/A,#N/A,,,4.27,0.98,11.02,10.93,GA,Southeast,rome,rome2,"Rome, Floyd County, Georgia",34.26,-85.16,187,February,12,1938,0,24.45,5.85,15.15,18.24,5.7,11.97,22.76,9.79,16.28,24.36,10.47,17.42,0.0208,0.0269,0.0352
512,515,CBP_8_SAT_Tex,#N/A,#N/A,,,4.39,1.85,16.33,15.86,TX,South,Voca,Voca,"Voca, Texas",31.01,-99.18,473,April ,17,1977,0.632,19.8,10.2,15,16.86,2.38,9.62,23.44,9.58,16.51,25.92,11.49,18.71,0.0156,0.0242,0.0145
513,532,CBP_9_SAT_Tex,#N/A,#N/A,,,4.82,1.19,16.33,16,TX,South,Denton,Denton,"Denton, Texas",33.21,-97.13,200,April,4,1970,0,20.63,5.89,13.26,15.24,2.48,8.86,23.97,11.41,17.69,24.03,11.67,17.85,0.0221,0.0272,0.0244
514,503,CBP_8_BRIT_Tex,#N/A,#N/A,,,3.99,1.41,11.46,11.25,TX,South,Dallas,Dallas3,"Dallas, Texas",32.78,-96.81,128,March ,14,1973,0.006,17.68,7.78,12.73,16.52,5.19,10.85,24.44,12.52,18.48,24.29,12.73,18.51,0.0278,0.0223,0.0354
515,504,CBP_8_BRIT_Tex,#N/A,#N/A,,,3.07,1.01,5.83,5.8,TX,South,Dallas,Dallas3,"Dallas, Texas",32.78,-96.81,128,March ,14,1973,0.006,17.68,7.78,12.73,16.52,5.19,10.85,24.44,12.52,18.48,24.29,12.73,18.51,0.0278,0.0223,0.0354
516,279,CBP_2_NY_UTAH,#N/A,#N/A,,,3.55,0.58,9.13,9.06,UT,Southwest,tooele,tooele,"Tooele, Tooele County, Utah",40.52,-112.62,1915.2,May,12,1979,0,19.46,3.01,11.24,6.89,-4.39,1.25,16.33,2.8,9.56,16.98,3.2,10.09,0.0101,0.0085,0.0069
517,507,CBP_8_DES_ARIZ,#N/A,#N/A,,,13.63,1.05,10.56,10.39,AZ,Southwest,tempe,tempe4,Maricopa County_Arizona_Tempe,33.42,-111.93,347.27,January,16,1951,0.023,20.06,3.65,11.18,30.67,11.95,21.31,30.74,12.22,21.48,29.13,11.97,20.55,0.027,0.0331,0.0966
518,514,CBP_8_ODU_VIR,#N/A,#N/A,,,1.04,0.54,4.24,4.15,VI,Southeast,newportnews,newportnews,"Newport News, Isle of Wight County, Virginia",37.06,-76.67,27,April,8,1979,0,17.16,4.5,11.15,12.67,1.98,7.32,20.26,9.52,14.89,19.96,9.24,14.6,0.0395,0.0368,0.0443
519,510,CBP_8_IND_INDI,#N/A,#N/A,,,9.39,1.82,28.39,28.1,IN,Ohio_Valley,warsaw,warsaw,"Warsaw, Kosciusko County, Indiana",41.24,-85.85,251,May,17,1932,0.016,18.49,2.61,10.55,9.15,-0.96,4.09,17.93,6.15,12.04,16.24,4.27,10.25,0.0199,0.0265,0.0263
520,71,CBP_1_HSU_ARIZ,#N/A,#N/A,,,2.74,0.74,5.95,5.84,AZ,Southwest,tempe,tempe2,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,February,23,1962,0.018,17.54,2.56,10.05,24.21,8.22,16.22,29.37,12.48,20.93,29.81,12.34,21.07,0.0615,0.052,0.036
521,293,CBP_2_USF_ALA,#N/A,#N/A,,,4.92,0.92,12.38,12.29,AL,Southeast,montgomery,montgomery,"Montgomery, Montgomery County, Alabama",32.1,-86.13,300,March,18,2010,0.456,12.46,7.16,9.81,16.19,4.33,10.26,22.58,10.84,16.71,24.45,11.03,17.74,0.0631,0.0573,0.03
522,511,CBP_8_JMUH_VIR,#N/A,#N/A,,,3.58,0.85,9.83,10.42,VI,Southeast,harrisonburg,harrisonburg8,"Harrisonburg, Rockingham County, Virginia",38.4,-78.86,301,April,25,1984,0,14.73,4.73,9.73,8.33,-3.01,2.66,16.7,3.84,10.27,17.18,5.07,11.13,0.0389,0.0334,0.0313
523,517,CBP_8_URV_VIR,#N/A,#N/A,,,6.31,2.1,24.62,24.38,VI,Southeast,richmond,richmond7,"Richmond, Henrico County, Virginia",37.54,-77.43,50.7,April,23,1931,0.033,15.25,4.15,9.7,13.02,0.98,7,21.25,9.19,15.22,20.75,9.38,15.06,0.0241,0.0227,0.0317
524,505,CBP_8_CSCN_IDA,#N/A,#N/A,,,3.73,0.69,8.16,8.11,ID,Northwest,jerome,jerome,Jerome County_Idaho_Jerome,42.74,-114.51,1162,May,8,1995,0.088,16.19,2.78,9.49,8.78,-2.48,3.15,17.27,2.69,9.98,17.09,2.6,9.85,0.0136,0.0087,0.0111
525,78,CBP_1_LSU_ALA,#N/A,#N/A,,,2.15,0.74,4.87,4.85,AL,Southeast,tuscaloosa,tuscaloosa1,"Tuscaloosa, Tuscaloosa County, Alabama",33.19,-87.57,68,February,6,1975,0.004,14.07,2.68,8.38,19.79,6.44,13.12,23.72,10.49,17.1,23.44,10.99,17.21,0.0423,0.0459,0.043
526,1,CBP_1_ACU_Tex,#N/A,#N/A,,,3.11,0.87,11.73,1.06,TX,South,Callahan,Callahan,"Callahan, Texas",32.24,-99.57,610,March,31,2019,0,14.43,0.85,7.64,17.07,4.48,10.77,24.87,11.57,18.22,25,11.14,18.07,0.0325,0.0295,0.0232
527,339,CBP_3_NCU_VIR,#N/A,#N/A,,,2.56,0.79,10.19,9.9,VI,Southeast,richmond,richmond2,"Richmond, Powhatan County, Virginia",37.54,-77.43,50.7,March,8,1976,0,15.22,-0.44,7.39,12.36,1.17,6.76,20.98,8.66,14.82,21.82,9.52,15.67,0.0212,0.0203,0.0288
528,502,CBP_8_BRIT_OKLA,#N/A,#N/A,,,4.7,1.55,13.15,12.85,OK,South,alva,alva,"Alva, Woods County, Oklahoma",36.8,-98.67,410,November,3,1970,0,8.97,-0.71,4.13,31.05,16.39,23.72,22.59,7.68,15.13,22.64,7.66,15.15,0.0158,0.0131,0.0129
529,64,CBP_1_HAR_NEVA,#N/A,#N/A,,,8.68,1.4,24.16,24.08,NE,Northern_Rockies_and_Plains,,,Douglas County_Nevada,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
530,77,CBP_1_LSU_ALA,#N/A,#N/A,,,2.23,0.64,7.49,7.28,AL,Southeast,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
531,350,CBP_3_URV_VIR,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,VI,Southeast,,,"Powhatan County, Virginia",37.54,-77.92,114,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
532,513,CBP_8_MICH_MICH,#N/A,#N/A,,,6.98,2.27,26.74,26.67,MI,Upper_Midwest,,,"Detroit, Wayne County, Michigan",42.33,-83.05,200,May,#N/A,1888,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
533,519,CBP_8_VPI_VIR,#N/A,#N/A,,,3.27,0.88,12.31,12,VI,Southeast,,," Radford, Montgomery County, Virginia",37.13,-80.58,641,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
534,520,CBP_8_WIS_WIS,#N/A,#N/A,,,4.95,1.15,10.55,10.55,WI,Upper_Midwest,lakemills,lakemills,"Lake Mills, Jeffferson County, Wisconsin",43.12,-88.84,969,June,5,1857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
